320,1.06E+00
300,9.99E-01
293,9.70E-01
273,9.10E-01
260,8.60E-01
240,8.00E-01
220,7.30E-01
200,6.64E-01
180,5.90E-01
160,5.20E-01
140,4.60E-01
120,3.90E-01
100,3.17E-01
80,2.50E-01
60,1.80E-01
40,1.20E-01
20,4.72E-02
10,2.00E-02
4.2,2.30E-03
