24.157067286300503, 2.7141938992435826
26.746428041726404, 10.065753695555486
26.647550304049048, 17.42225737875117
29.19983190784592, 27.532506056261468
31.801552380481496, 33.964502892173755
31.70267464280414, 41.32100657536955
34.2920353982301, 48.672566371681455
34.19315766055274, 56.02907005487714
36.75779898155935, 65.21975577198793
39.34715973698525, 72.57131556829984
41.94888020962077, 79.00331240421224
41.85000247194341, 86.35981608740792
44.43936322736937, 93.71137588371971
47.05344341721462, 99.22380975923272
46.94220596232759, 107.49987640282785
49.50684728333414, 116.6905621199387
52.08384832155042, 124.96168487665
54.6608493597667, 133.23280763336135
54.5866910565087, 138.75018539575814
57.20077124635384, 144.26261927127103
59.77777228457012, 152.53374202798238
62.36713303999608, 159.88530182429423
64.91941464379289, 169.99555050180447
67.47169624758988, 180.10579917931477
75.2768576654966, 199.40178968705192
80.48029861076782, 212.26578335887672
80.36906115588079, 220.5418500024719
85.58486181836162, 232.48628071389726
93.46418153952641, 246.2648934592376
101.30642210906217, 262.8021950857764
111.83690117170124, 279.33455282543133
122.35502051713064, 296.7864735254857
138.24961684876655, 314.2285064517724
148.8171750630346, 328.0021753102289
178.1776832946062, 343.5803628812973
199.53527463291647, 354.5755673110199
236.98521777821725, 368.29979730063775
220.94230484006522, 361.89251989914465
253.00341128194992, 376.54620062292975
263.645127799476, 384.8024917189895
287.8021950857765, 387.51668561823305
317.32337964107376, 391.14055470410835
338.8045681514808, 392.9401295298363
362.94927572057156, 396.5738863894794
403.2357739654916, 399.25841696741975
432.7569585207891, 402.88228605329505
470.34285855539633, 406.4913234785188
518.669352845207, 411.00014831660644
